Transaction_ID,Date,Store_ID,Product_ID,Quantity_Sold,Current_Stock,Warehouse_Stock,Restock_Quantity,Lead_Time_Days,Damaged_Units,Promotion,Customer_Demand,Expiry_Date,Stockout,Revenue,Profit
TXN00578,2025-06-25,STR001,PRD029,30,181,771,0,5,0,Yes,Low,2026-01-08,No,57348.6,18600.0
TXN00579,2025-02-07,STR004,PRD006,16,166,304,0,5,1,No,Medium,2025-11-26,No,65836.32,18830.72
TXN00580,2025-01-13,STR004,PRD016,16,157,356,0,4,1,No,Low,2025-02-27,No,91129.28,19743.36
TXN00581,2025-04-14,STR004,PRD005,35,107,816,0,4,0,Yes,Low,2026-01-05,No,61654.6,15188.6
TXN00582,2025-01-27,STR003,PRD048,15,190,862,0,8,1,Yes,Low,2025-03-04,No,49138.8,8848.5
TXN00583,2025-01-16,STR003,PRD022,14,198,849,0,9,1,Yes,Low,2025-05-27,No,69989.78,19609.94
TXN00584,2025-04-13,STR002,PRD050,18,77,752,0,6,1,Yes,High,2026-03-09,No,122776.56,39338.64
TXN00585,2025-03-08,STR001,PRD057,12,222,882,0,4,0,Yes,Low,2025-05-10,No,40817.88,10411.92
TXN00586,2025-02-20,STR004,PRD062,8,223,711,0,4,2,No,Low,2025-05-08,No,23963.36,4587.52
TXN00587,2025-03-26,STR003,PRD011,17,14,522,30,8,0,Yes,Low,2026-02-12,No,37831.46,5837.63
TXN00588,2025-04-21,STR004,PRD018,11,199,791,0,9,0,No,Medium,2025-06-05,No,64677.58,21409.96
TXN00589,2025-04-08,STR001,PRD064,17,157,486,0,5,1,Yes,Medium,2025-08-25,No,60065.08,7948.69
TXN00590,2025-02-17,STR004,PRD030,26,45,954,134,8,0,Yes,Low,2026-01-27,No,116967.76,21438.56
TXN00591,2025-06-08,STR002,PRD010,22,135,301,0,9,0,No,Medium,2026-02-03,No,43294.46,7962.46
TXN00592,2025-05-21,STR002,PRD001,34,0,336,42,3,1,No,Low,2026-01-20,Yes,130221.36,17840.82
TXN00593,2025-02-21,STR004,PRD052,12,152,955,0,3,0,Yes,High,2025-12-26,No,35984.52,11912.4
TXN00594,2025-01-05,STR002,PRD059,16,81,850,0,4,0,No,Medium,2025-11-09,No,105586.72,30932.48
TXN00595,2025-05-05,STR001,PRD021,10,78,984,0,6,1,No,Medium,2025-10-20,No,24954.0,4555.5
TXN00596,2025-02-16,STR001,PRD030,13,68,661,0,8,1,Yes,Low,2025-08-08,No,58483.88,10719.28
TXN00597,2025-01-15,STR003,PRD052,12,195,533,0,3,1,No,High,2025-06-13,No,35984.52,11912.4
TXN00598,2025-02-10,STR002,PRD020,15,10,722,83,5,0,Yes,Medium,2025-12-10,No,52581.0,16115.55
TXN00599,2025-01-15,STR004,PRD010,12,183,274,0,9,1,No,Medium,2025-05-13,No,23615.16,4343.16
TXN00600,2025-02-15,STR002,PRD013,17,43,375,171,4,0,No,High,2025-03-31,No,97801.51,28212.01
TXN00601,2025-06-30,STR004,PRD043,12,167,410,0,5,1,Yes,High,2025-11-03,No,47264.76,7514.52
TXN00602,2025-05-07,STR001,PRD041,25,113,366,0,6,1,Yes,Medium,2025-06-25,No,12408.5,3559.5
TXN00603,2025-01-24,STR001,PRD057,13,1,666,79,4,0,Yes,Low,2025-11-19,Yes,44219.37,11279.58
TXN00604,2025-05-03,STR003,PRD028,17,67,989,0,4,1,Yes,Low,2025-11-23,No,89584.22,20160.98
TXN00605,2025-02-15,STR004,PRD035,14,221,871,0,5,0,No,Low,2025-03-28,No,27930.98,9299.64
TXN00606,2025-02-07,STR004,PRD062,12,138,771,0,4,1,Yes,Low,2025-12-03,No,35945.04,6881.28
TXN00607,2025-04-04,STR002,PRD025,22,73,771,0,4,1,No,High,2025-06-24,No,149651.48,40734.76
TXN00608,2025-03-28,STR002,PRD004,25,57,189,0,4,0,Yes,High,2025-12-06,No,89270.5,12387.75
TXN00609,2025-06-13,STR004,PRD008,42,124,374,0,8,1,Yes,High,2026-04-26,No,98184.24,30669.24
TXN00610,2025-06-27,STR004,PRD034,16,211,678,0,8,1,No,Low,2026-05-24,No,50131.52,13113.28
TXN00611,2025-02-14,STR002,PRD010,15,81,364,0,9,1,No,Low,2025-06-14,No,29518.95,5428.95
TXN00612,2025-01-01,STR001,PRD029,39,61,83,165,5,1,Yes,High,2025-07-12,No,74553.18,24180.0
TXN00613,2025-06-06,STR003,PRD054,14,42,629,183,6,0,Yes,Medium,2025-09-16,No,48906.76,7374.64
TXN00614,2025-03-26,STR002,PRD030,24,36,377,108,8,0,Yes,High,2025-06-09,No,107970.24,19789.44
TXN00615,2025-06-21,STR001,PRD036,11,152,796,0,9,1,No,Medium,2025-07-26,No,40759.07,11944.35
TXN00616,2025-03-09,STR003,PRD034,14,39,759,83,8,1,Yes,Medium,2025-08-17,No,43865.08,11474.12
TXN00617,2025-01-28,STR004,PRD061,16,168,51,0,8,0,Yes,Medium,2025-10-09,No,69951.2,16280.32
TXN00618,2025-04-18,STR003,PRD061,13,235,220,0,8,0,No,Medium,2025-11-27,No,56835.35,13227.76
TXN00619,2025-03-31,STR004,PRD037,22,117,434,0,6,0,Yes,Medium,2026-02-19,No,24567.62,6629.92
TXN00620,2025-06-16,STR001,PRD058,13,181,753,0,8,0,Yes,Low,2026-03-04,No,49235.03,13094.12
TXN00621,2025-01-19,STR003,PRD027,19,56,70,0,4,2,No,Medium,2025-04-12,No,92258.49,17261.69
TXN00622,2025-01-19,STR001,PRD012,16,71,224,0,5,0,No,Low,2025-03-28,No,40392.16,8596.96
TXN00623,2025-05-21,STR003,PRD063,12,229,969,0,6,1,Yes,Medium,2026-04-20,No,30735.72,8067.72
TXN00624,2025-06-07,STR003,PRD024,17,211,544,0,6,1,Yes,Medium,2026-06-06,No,32349.3,7688.93
TXN00625,2025-02-12,STR001,PRD049,21,134,961,0,4,1,No,Low,2025-04-10,No,109190.76,27630.96
TXN00626,2025-01-26,STR002,PRD016,11,73,260,0,4,1,Yes,Medium,2025-12-05,No,62651.38,13573.56
TXN00627,2025-05-19,STR004,PRD038,14,53,726,0,3,0,No,Medium,2025-10-17,No,66545.36,17569.72
TXN00628,2025-01-25,STR002,PRD025,19,81,635,0,4,1,No,Low,2025-03-23,No,129244.46,35180.02
TXN00629,2025-04-03,STR004,PRD036,15,0,139,129,9,1,No,High,2026-03-19,Yes,55580.55,16287.75
TXN00630,2025-06-03,STR001,PRD044,21,101,254,0,5,0,Yes,Low,2025-10-16,No,25221.63,3311.49
TXN00631,2025-02-13,STR003,PRD012,19,144,348,0,5,0,Yes,Medium,2025-05-13,No,47965.69,10208.89
TXN00632,2025-03-20,STR003,PRD041,16,184,457,0,6,0,No,Medium,2025-09-01,No,7941.44,2278.08
TXN00633,2025-01-24,STR001,PRD024,22,142,607,0,6,1,No,Low,2025-08-31,No,41863.8,9950.38
TXN00634,2025-04-08,STR004,PRD042,20,74,241,0,4,0,No,Low,2025-09-19,No,125980.4,36810.2
TXN00635,2025-04-23,STR001,PRD033,10,109,319,0,4,0,Yes,Medium,2026-03-07,No,36494.1,7109.8
TXN00636,2025-01-16,STR002,PRD048,15,23,733,198,8,0,Yes,Low,2025-08-10,No,49138.8,8848.5
TXN00637,2025-05-19,STR004,PRD010,17,88,824,0,9,1,Yes,High,2025-07-19,No,33454.81,6152.81
TXN00638,2025-04-10,STR004,PRD018,22,187,585,0,9,1,No,High,2026-01-08,No,129355.16,42819.92
TXN00639,2025-05-27,STR001,PRD042,17,208,291,0,4,0,No,Medium,2025-08-05,No,107083.34,31288.67
TXN00640,2025-04-12,STR001,PRD051,13,218,924,0,8,1,Yes,High,2026-02-28,No,27423.37,3717.48
TXN00641,2025-05-13,STR001,PRD040,20,184,635,0,8,1,Yes,Low,2026-01-27,No,39815.8,10182.8
TXN00642,2025-02-14,STR001,PRD032,27,221,266,0,4,0,Yes,Low,2025-04-06,No,31446.9,5216.4
TXN00643,2025-04-19,STR003,PRD051,13,7,495,194,8,0,Yes,High,2025-08-02,No,27423.37,3717.48
TXN00644,2025-06-02,STR001,PRD001,27,54,982,0,3,0,Yes,Low,2026-01-16,No,103411.08,14167.71
TXN00645,2025-05-23,STR001,PRD032,34,107,383,0,4,0,No,High,2026-02-11,No,39599.8,6568.8
TXN00646,2025-01-04,STR004,PRD005,37,113,585,0,4,0,No,Low,2025-09-03,No,65177.72,16056.52
TXN00647,2025-02-08,STR002,PRD024,19,18,652,165,6,0,Yes,Low,2025-12-23,No,36155.1,8593.51
TXN00648,2025-01-26,STR003,PRD031,28,194,598,0,5,1,No,Medium,2025-07-10,No,88889.36,28424.2
TXN00649,2025-04-09,STR003,PRD047,15,152,547,0,8,1,No,Low,2025-08-05,No,82633.05,16761.45
TXN00650,2025-03-12,STR001,PRD062,24,79,197,0,4,2,No,Low,2025-10-30,No,71890.08,13762.56
TXN00651,2025-03-26,STR002,PRD044,13,163,293,0,5,0,Yes,High,2025-12-24,No,15613.39,2049.97
TXN00652,2025-03-10,STR001,PRD002,27,0,887,106,4,0,No,Medium,2025-08-30,Yes,46966.5,7789.77
TXN00653,2025-05-06,STR002,PRD024,21,198,762,0,6,1,Yes,Low,2025-08-12,No,39960.9,9498.09
TXN00654,2025-03-18,STR002,PRD015,15,234,811,0,9,0,No,Medium,2025-09-01,No,62535.75,19116.9
TXN00655,2025-04-17,STR001,PRD003,38,127,141,0,4,0,Yes,Medium,2025-09-02,No,193396.82,61138.2
TXN00656,2025-04-15,STR004,PRD017,19,170,546,0,4,1,No,Low,2026-02-02,No,80011.66,11393.35
TXN00657,2025-02-10,STR003,PRD063,11,5,776,99,6,2,No,Low,2025-12-05,Yes,28174.41,7395.41
TXN00658,2025-05-26,STR004,PRD021,19,0,247,64,6,0,Yes,Low,2025-10-30,Yes,47412.6,8655.45
TXN00659,2025-01-09,STR001,PRD005,32,0,771,112,4,0,Yes,Medium,2025-08-15,Yes,56369.92,13886.72
TXN00660,2025-04-29,STR003,PRD021,14,115,456,0,6,1,Yes,High,2025-06-13,No,34935.6,6377.7
TXN00661,2025-03-03,STR001,PRD026,26,99,658,0,9,1,No,Low,2025-11-30,No,43763.72,9126.78
TXN00662,2025-05-31,STR004,PRD033,19,122,408,0,4,3,No,Low,2025-11-09,No,69338.79,13508.62
TXN00663,2025-06-26,STR003,PRD061,19,4,78,92,8,1,No,Low,2025-10-17,Yes,83067.05,19332.88
TXN00664,2025-05-27,STR002,PRD040,12,187,269,0,8,0,Yes,High,2025-10-19,No,23889.48,6109.68
TXN00665,2025-06-23,STR004,PRD023,18,34,717,88,4,3,No,High,2025-08-02,No,68882.58,11950.02
TXN00666,2025-06-24,STR004,PRD040,18,0,983,141,8,0,Yes,High,2025-10-20,Yes,35834.22,9164.52
TXN00667,2025-06-03,STR002,PRD041,11,194,58,0,6,0,Yes,Medium,2026-05-10,No,5459.74,1566.18
TXN00668,2025-03-20,STR001,PRD022,11,171,776,0,9,0,No,Medium,2025-10-28,No,54991.97,15407.81
TXN00669,2025-03-31,STR001,PRD017,17,100,308,0,4,0,Yes,Medium,2025-10-01,No,71589.38,10194.05
TXN00670,2025-06-23,STR003,PRD051,20,113,894,0,8,0,No,High,2025-09-13,No,42189.8,5719.2
TXN00671,2025-01-02,STR003,PRD042,13,117,728,0,4,0,No,High,2025-12-29,No,81887.26,23926.63
TXN00672,2025-06-02,STR001,PRD024,19,136,339,0,6,2,No,High,2025-08-26,No,36155.1,8593.51
TXN00673,2025-05-04,STR002,PRD040,20,0,333,106,8,1,No,Medium,2025-10-14,Yes,39815.8,10182.8
TXN00674,2025-06-17,STR001,PRD028,38,38,242,0,4,0,Yes,High,2025-11-17,No,200247.08,45065.72
TXN00675,2025-01-15,STR002,PRD017,17,189,927,0,4,0,No,High,2025-07-27,No,71589.38,10194.05
TXN00676,2025-06-24,STR003,PRD024,14,21,721,26,6,0,No,Medium,2025-12-03,No,26640.6,6332.06
TXN00677,2025-04-18,STR003,PRD040,17,86,447,0,8,0,Yes,High,2026-03-06,No,33843.43,8655.38
TXN00678,2025-02-18,STR003,PRD030,36,149,780,0,8,0,Yes,High,2025-12-18,No,161955.36,29684.16
TXN00679,2025-06-13,STR001,PRD033,25,175,537,0,4,0,No,High,2025-12-13,No,91235.25,17774.5
TXN00680,2025-02-13,STR003,PRD014,17,198,723,0,6,0,Yes,Medium,2025-05-03,No,22200.47,7126.91
TXN00681,2025-05-01,STR004,PRD024,11,21,792,86,6,0,Yes,High,2025-11-18,No,20931.9,4975.19
TXN00682,2025-06-17,STR003,PRD006,19,37,278,110,5,0,No,Medium,2026-01-02,No,78180.63,22361.48
TXN00683,2025-04-06,STR001,PRD040,14,52,351,169,8,1,No,Low,2026-01-01,No,27871.06,7127.96
TXN00684,2025-01-14,STR001,PRD050,10,211,699,0,6,0,Yes,Medium,2025-05-23,No,68209.2,21854.8
TXN00685,2025-05-09,STR004,PRD032,23,199,747,0,4,0,No,High,2025-11-07,No,26788.1,4443.6
TXN00686,2025-04-16,STR002,PRD018,21,0,190,58,9,2,Yes,Medium,2025-12-11,Yes,123475.38,40873.56
TXN00687,2025-05-26,STR004,PRD051,8,220,978,0,8,2,No,Low,2025-12-03,No,16875.92,2287.68
TXN00688,2025-02-16,STR001,PRD030,19,105,390,0,8,1,Yes,Medium,2026-02-05,No,85476.44,15666.64
TXN00689,2025-01-15,STR001,PRD015,16,0,330,135,9,0,Yes,Low,2025-12-06,Yes,66704.8,20391.36
TXN00690,2025-02-10,STR004,PRD014,18,107,854,0,6,0,Yes,Low,2026-01-20,No,23506.38,7546.14
TXN00691,2025-04-22,STR001,PRD022,16,146,489,0,9,0,No,Medium,2026-01-21,No,79988.32,22411.36
TXN00692,2025-04-09,STR004,PRD044,24,0,596,29,5,0,Yes,High,2025-11-16,Yes,28824.72,3784.56
TXN00693,2025-01-04,STR004,PRD012,14,214,379,0,5,2,Yes,Low,2025-02-05,No,35343.14,7522.34
TXN00694,2025-06-10,STR001,PRD061,16,171,304,0,8,0,Yes,High,2026-01-02,No,69951.2,16280.32
TXN00695,2025-03-21,STR002,PRD046,8,25,442,46,6,1,No,Low,2025-05-23,No,41224.4,10174.64
TXN00696,2025-01-12,STR002,PRD025,31,211,347,0,4,0,No,High,2025-11-04,No,210872.54,57398.98
TXN00697,2025-06-02,STR004,PRD028,39,47,494,0,4,0,Yes,Medium,2026-03-09,No,205516.74,46251.66
TXN00698,2025-04-02,STR001,PRD010,16,176,242,0,9,0,Yes,Medium,2025-05-11,No,31486.88,5790.88
TXN00699,2025-02-28,STR002,PRD041,8,49,266,53,6,1,Yes,High,2025-12-13,No,3970.72,1139.04
TXN00700,2025-02-13,STR004,PRD013,15,16,778,113,4,1,Yes,Medium,2026-02-05,No,86295.45,24892.95
TXN00701,2025-03-07,STR003,PRD036,11,186,597,0,9,0,Yes,High,2025-04-30,No,40759.07,11944.35
TXN00702,2025-06-19,STR003,PRD033,9,18,906,187,4,2,Yes,Low,2025-09-16,No,32844.69,6398.82
TXN00703,2025-04-17,STR001,PRD055,14,99,439,0,6,0,Yes,High,2025-09-23,No,42481.32,6303.08
TXN00704,2025-05-02,STR004,PRD043,7,172,206,0,5,1,Yes,High,2026-04-19,No,27571.11,4383.47
TXN00705,2025-01-03,STR004,PRD006,32,75,727,0,5,0,Yes,High,2025-10-26,No,131672.64,37661.44
TXN00706,2025-03-11,STR004,PRD015,15,144,670,0,9,0,Yes,Medium,2025-06-02,No,62535.75,19116.9
TXN00707,2025-05-11,STR003,PRD056,8,176,682,0,9,0,Yes,Medium,2025-08-07,No,26781.52,4351.76
TXN00708,2025-01-28,STR001,PRD062,17,110,253,0,4,0,Yes,Medium,2025-11-21,No,50922.14,9748.48
TXN00709,2025-02-21,STR001,PRD038,8,83,770,0,3,0,No,Medium,2025-06-13,No,38025.92,10039.84
TXN00710,2025-01-11,STR002,PRD001,33,94,982,0,3,0,Yes,High,2025-10-14,No,126391.32,17316.09
TXN00711,2025-03-26,STR004,PRD009,9,51,52,0,4,0,Yes,High,2025-06-09,No,51292.71,14506.56
TXN00712,2025-01-29,STR003,PRD029,40,131,555,0,5,0,Yes,Low,2025-11-16,No,76464.8,24800.0
TXN00713,2025-01-20,STR004,PRD021,11,174,790,0,6,0,Yes,Medium,2026-01-14,No,27449.4,5011.05
TXN00714,2025-03-01,STR002,PRD026,36,214,353,0,9,0,No,Medium,2025-04-25,No,60595.92,12637.08
TXN00715,2025-01-26,STR003,PRD027,24,199,90,0,4,1,No,Medium,2025-08-04,No,116537.04,21804.24
TXN00716,2025-04-20,STR004,PRD049,13,176,168,0,4,2,Yes,Low,2025-05-24,No,67594.28,17104.88
TXN00717,2025-02-05,STR004,PRD045,14,155,712,0,6,0,Yes,Medium,2025-09-06,No,76805.82,14974.68
TXN00718,2025-04-23,STR004,PRD018,14,230,686,0,9,1,No,High,2025-07-09,No,82316.92,27249.04
TXN00719,2025-04-06,STR003,PRD004,35,11,460,49,4,0,No,Medium,2025-09-22,No,124978.7,17342.85
TXN00720,2025-04-09,STR002,PRD045,19,157,921,0,6,0,No,Medium,2026-04-06,No,104236.47,20322.78
TXN00721,2025-02-12,STR003,PRD001,22,11,793,198,3,0,Yes,Low,2025-05-06,No,84260.88,11544.06
TXN00722,2025-04-17,STR004,PRD062,11,222,654,0,4,0,No,High,2025-12-27,No,32949.62,6307.84
TXN00723,2025-02-16,STR001,PRD028,36,61,847,0,4,0,No,High,2025-04-01,No,189707.76,42693.84
TXN00724,2025-06-25,STR003,PRD012,11,214,908,0,5,1,Yes,Medium,2026-03-31,No,27769.61,5910.41
TXN00725,2025-01-29,STR002,PRD042,10,217,471,0,4,1,No,Low,2025-04-01,No,62990.2,18405.1
TXN00726,2025-03-08,STR004,PRD005,42,38,62,0,4,1,Yes,High,2025-09-27,No,73985.52,18226.32
TXN00727,2025-05-13,STR002,PRD024,10,123,754,0,6,1,Yes,Medium,2025-10-17,No,19029.0,4522.9
TXN00728,2025-05-04,STR004,PRD006,34,135,742,0,5,0,No,Low,2026-03-15,No,139902.18,40015.28
TXN00729,2025-06-06,STR003,PRD052,16,0,708,22,3,1,Yes,High,2026-03-03,Yes,47979.36,15883.2
TXN00730,2025-05-07,STR002,PRD063,17,205,219,0,6,0,Yes,Medium,2025-11-17,No,43542.27,11429.27
TXN00731,2025-03-03,STR004,PRD005,32,216,334,0,4,1,Yes,High,2025-07-25,No,56369.92,13886.72
TXN00732,2025-05-21,STR004,PRD024,16,148,437,0,6,1,No,Low,2025-07-30,No,30446.4,7236.64
TXN00733,2025-04-28,STR004,PRD021,21,92,870,0,6,1,No,Low,2026-02-07,No,52403.4,9566.55
TXN00734,2025-04-25,STR001,PRD063,16,64,171,0,6,0,No,High,2026-04-24,No,40980.96,10756.96
TXN00735,2025-01-05,STR002,PRD015,15,11,472,123,9,1,Yes,High,2025-11-12,No,62535.75,19116.9
TXN00736,2025-01-01,STR002,PRD015,19,192,143,0,9,0,No,High,2025-11-14,No,79211.95,24214.74
TXN00737,2025-02-22,STR003,PRD004,40,131,517,0,4,0,No,Medium,2025-04-20,No,142832.8,19820.4
TXN00738,2025-02-27,STR001,PRD010,15,201,515,0,9,0,No,High,2026-02-09,No,29518.95,5428.95
TXN00739,2025-06-03,STR004,PRD006,36,147,722,0,5,0,No,High,2026-02-19,No,148131.72,42369.12
TXN00740,2025-01-30,STR002,PRD064,21,3,277,188,5,0,Yes,Medium,2025-08-29,Yes,74198.04,9818.97
TXN00741,2025-06-12,STR004,PRD028,31,109,584,0,4,2,No,High,2025-09-04,No,163359.46,36764.14
TXN00742,2025-01-12,STR002,PRD005,31,95,193,0,4,2,No,Low,2025-06-21,No,54608.36,13452.76
TXN00743,2025-06-06,STR004,PRD026,27,21,922,50,9,0,No,Low,2026-02-25,No,45446.94,9477.81
TXN00744,2025-02-18,STR002,PRD036,25,158,396,0,9,0,Yes,Medium,2025-04-12,No,92634.25,27146.25
TXN00745,2025-06-12,STR001,PRD001,42,0,518,135,3,1,Yes,Medium,2025-07-14,Yes,160861.68,22038.66
TXN00746,2025-05-16,STR001,PRD031,19,122,493,0,5,2,No,High,2025-09-13,No,60317.78,19287.85
TXN00747,2025-06-27,STR004,PRD063,15,133,227,0,6,0,Yes,Low,2026-02-10,No,38419.65,10084.65
TXN00748,2025-06-18,STR002,PRD012,11,142,670,0,5,1,No,High,2026-01-30,No,27769.61,5910.41
TXN00749,2025-04-18,STR003,PRD040,17,233,673,0,8,0,Yes,Medium,2025-12-07,No,33843.43,8655.38
TXN00750,2025-03-29,STR002,PRD019,13,235,351,0,4,0,No,Low,2025-07-07,No,21482.76,3359.2
TXN00751,2025-04-16,STR004,PRD001,39,140,957,0,3,0,No,High,2026-02-20,No,149371.56,20464.47
TXN00752,2025-03-22,STR003,PRD053,17,165,804,0,4,0,Yes,Low,2025-08-06,No,34722.5,5052.06
TXN00753,2025-06-09,STR003,PRD063,13,169,347,0,6,2,No,High,2025-09-14,No,33297.03,8740.03
TXN00754,2025-06-16,STR001,PRD002,24,104,605,0,4,0,No,High,2025-09-13,No,41748.0,6924.24
TXN00755,2025-04-01,STR003,PRD010,10,133,541,0,9,0,No,High,2026-01-29,No,19679.3,3619.3
TXN00756,2025-03-15,STR002,PRD062,23,201,917,0,4,0,No,Low,2026-01-06,No,68894.66,13189.12
TXN00757,2025-01-28,STR004,PRD044,9,0,198,117,5,0,Yes,High,2025-03-27,Yes,10809.27,1419.21
TXN00758,2025-02-21,STR003,PRD042,19,49,343,61,4,0,No,Low,2025-04-23,No,119681.38,34969.69
TXN00759,2025-06-26,STR004,PRD019,13,187,352,0,4,1,Yes,High,2025-08-11,No,21482.76,3359.2
TXN00760,2025-04-02,STR003,PRD003,29,0,938,177,4,0,Yes,High,2026-03-29,Yes,147592.31,46658.1
TXN00761,2025-05-24,STR003,PRD040,13,86,293,0,8,0,No,High,2025-07-17,No,25880.27,6618.82
TXN00762,2025-04-08,STR002,PRD008,29,77,857,0,8,0,No,High,2025-06-04,No,67793.88,21176.38
TXN00763,2025-01-04,STR002,PRD025,29,22,939,178,4,0,No,Low,2025-12-24,No,197267.86,53695.82
TXN00764,2025-06-30,STR002,PRD056,17,164,713,0,9,0,No,High,2026-05-05,No,56910.73,9247.49
TXN00765,2025-06-04,STR001,PRD030,18,180,792,0,8,0,Yes,Medium,2026-02-18,No,80977.68,14842.08
TXN00766,2025-02-15,STR002,PRD010,17,157,126,0,9,1,Yes,Low,2025-12-05,No,33454.81,6152.81
TXN00767,2025-01-31,STR003,PRD050,17,79,91,0,6,0,No,Medium,2025-12-11,No,115955.64,37153.16
TXN00768,2025-03-09,STR003,PRD059,12,21,648,61,4,0,No,Low,2025-09-24,No,79190.04,23199.36
TXN00769,2025-04-30,STR003,PRD058,11,170,208,0,8,0,Yes,Low,2025-11-11,No,41660.41,11079.64
TXN00770,2025-06-02,STR002,PRD056,16,0,680,180,9,1,No,Medium,2026-04-21,Yes,53563.04,8703.52
TXN00771,2025-05-21,STR004,PRD010,12,79,124,0,9,1,No,High,2025-10-10,No,23615.16,4343.16
TXN00772,2025-02-17,STR004,PRD003,34,0,213,149,4,0,No,High,2025-12-18,Yes,173039.26,54702.6
TXN00773,2025-04-14,STR003,PRD062,13,10,276,109,4,2,Yes,High,2025-10-30,No,38940.46,7454.72
TXN00774,2025-03-26,STR001,PRD032,31,44,820,75,4,0,No,High,2026-03-23,No,36105.7,5989.2
TXN00775,2025-01-03,STR003,PRD040,21,8,404,191,8,0,No,Low,2025-12-27,No,41806.59,10691.94
TXN00776,2025-06-07,STR004,PRD034,17,218,686,0,8,1,Yes,Low,2025-12-18,No,53264.74,13932.86
TXN00777,2025-04-08,STR002,PRD051,17,217,865,0,8,0,Yes,Medium,2025-09-16,No,35861.33,4861.32
TXN00778,2025-05-19,STR004,PRD033,14,171,339,0,4,1,Yes,High,2025-12-26,No,51091.74,9953.72
TXN00779,2025-05-12,STR002,PRD022,13,192,570,0,9,0,No,Medium,2025-07-03,No,64990.51,18209.23
TXN00780,2025-03-17,STR004,PRD019,14,215,717,0,4,0,Yes,Medium,2026-01-04,No,23135.28,3617.6
TXN00781,2025-01-22,STR003,PRD037,16,226,148,0,6,1,Yes,High,2025-11-21,No,17867.36,4821.76
TXN00782,2025-01-02,STR001,PRD060,16,144,117,0,4,0,Yes,High,2025-12-20,No,25089.6,5163.04
TXN00783,2025-02-24,STR002,PRD046,19,202,751,0,6,2,No,Low,2025-07-09,No,97907.95,24164.77
TXN00784,2025-05-18,STR003,PRD059,11,201,769,0,4,0,No,High,2025-07-23,No,72590.87,21266.08
TXN00785,2025-06-25,STR001,PRD030,25,0,784,137,8,2,No,Low,2025-09-07,Yes,112469.0,20614.0
TXN00786,2025-01-19,STR004,PRD047,13,0,863,65,8,0,No,High,2025-03-26,Yes,71615.31,14526.59
TXN00787,2025-05-28,STR003,PRD026,27,206,314,0,9,0,No,Medium,2026-02-12,No,45446.94,9477.81
TXN00788,2025-06-11,STR004,PRD005,35,75,373,0,4,0,Yes,Medium,2025-09-09,No,61654.6,15188.6
TXN00789,2025-05-17,STR002,PRD057,16,0,787,184,4,1,Yes,High,2026-04-11,Yes,54423.84,13882.56
TXN00790,2025-01-12,STR004,PRD018,8,171,918,0,9,0,Yes,Medium,2025-10-26,No,47038.24,15570.88
TXN00791,2025-01-28,STR004,PRD059,21,53,358,195,4,0,Yes,Medium,2025-10-09,No,138582.57,40598.88
TXN00792,2025-04-08,STR002,PRD030,31,179,726,0,8,0,Yes,Medium,2025-07-27,No,139461.56,25561.36
TXN00793,2025-05-17,STR001,PRD039,21,35,814,54,8,1,No,High,2025-11-14,No,65888.97,21923.16
TXN00794,2025-06-12,STR002,PRD047,11,25,743,96,8,2,No,Low,2026-04-21,No,60597.57,12291.73
TXN00795,2025-05-23,STR004,PRD025,17,14,55,30,4,0,No,High,2026-03-29,No,115639.78,31476.86
TXN00796,2025-01-22,STR004,PRD032,27,26,266,108,4,0,No,High,2025-11-10,No,31446.9,5216.4
TXN00797,2025-02-06,STR002,PRD035,10,31,276,67,5,0,No,Low,2025-05-05,No,19950.7,6642.6
TXN00798,2025-02-16,STR003,PRD034,13,158,868,0,8,0,Yes,High,2025-11-09,No,40731.86,10654.54
TXN00799,2025-06-15,STR001,PRD050,14,126,124,0,6,1,No,High,2025-08-18,No,95492.88,30596.72
TXN00800,2025-03-06,STR001,PRD016,18,7,793,70,4,1,No,Medium,2025-10-04,No,102520.44,22211.28
TXN00801,2025-02-02,STR002,PRD016,16,155,721,0,4,0,Yes,Low,2025-07-27,No,91129.28,19743.36
TXN00802,2025-06-08,STR001,PRD046,13,4,375,69,6,0,No,Medium,2025-12-23,Yes,66989.65,16533.79
TXN00803,2025-06-07,STR001,PRD042,12,156,363,0,4,1,Yes,High,2026-04-23,No,75588.24,22086.12
TXN00804,2025-04-04,STR001,PRD003,30,215,488,0,4,0,Yes,Low,2025-10-11,No,152681.7,48267.0
TXN00805,2025-03-05,STR003,PRD039,16,185,276,0,8,1,No,Medium,2025-10-05,No,50201.12,16703.36
TXN00806,2025-02-04,STR004,PRD025,28,196,541,0,4,1,No,Medium,2025-09-05,No,190465.52,51844.24
TXN00807,2025-03-20,STR001,PRD003,34,107,161,0,4,1,Yes,High,2026-02-23,No,173039.26,54702.6
TXN00808,2025-01-21,STR002,PRD052,20,195,337,0,3,1,Yes,High,2025-05-31,No,59974.2,19854.0
TXN00809,2025-03-09,STR003,PRD041,15,172,957,0,6,0,Yes,High,2025-05-16,No,7445.1,2135.7
TXN00810,2025-01-05,STR003,PRD017,16,201,569,0,4,0,Yes,High,2025-11-27,No,67378.24,9594.4
TXN00811,2025-04-14,STR001,PRD037,16,180,654,0,6,1,Yes,Low,2026-02-20,No,17867.36,4821.76
