delivery_id,supplier_id,expected_delivery_date,actual_delivery_date,supplier_delay_days,supplier_reliability_status
569,3,24/02/2024,29/02/2024,5,Delayed
570,7,21/10/2024,26/10/2024,5,Delayed
571,6,29/07/2024,30/07/2024,1,On Time
572,2,24/03/2024,31/03/2024,7,Delayed
573,2,04/01/2024,11/01/2024,7,Delayed
574,1,01/06/2025,02/06/2025,1,On Time
575,6,24/10/2024,03/11/2024,10,Delayed
576,2,08/11/2024,13/11/2024,5,Delayed
577,4,20/03/2025,25/03/2025,5,Delayed
578,2,02/03/2024,07/03/2024,5,Delayed
579,3,11/03/2025,13/03/2025,2,On Time
580,3,19/08/2024,24/08/2024,5,Delayed
581,4,15/12/2024,20/12/2024,5,Delayed
582,6,30/06/2024,05/07/2024,5,Delayed
583,6,08/06/2024,08/06/2024,0,On Time
584,5,21/02/2024,28/02/2024,7,Delayed
585,6,04/06/2025,14/06/2025,10,Delayed
586,1,29/12/2024,30/12/2024,1,On Time
587,5,12/05/2025,15/05/2025,3,On Time
588,1,23/04/2025,30/04/2025,7,Delayed
589,1,04/02/2024,09/02/2024,5,Delayed
590,6,01/06/2024,08/06/2024,7,Delayed
591,5,17/02/2024,22/02/2024,5,Delayed
592,1,23/07/2024,30/07/2024,7,Delayed
593,7,29/12/2024,29/12/2024,0,On Time
594,6,27/04/2024,04/05/2024,7,Delayed
595,3,22/01/2025,25/01/2025,3,On Time
596,3,15/08/2024,22/08/2024,7,Delayed
597,5,03/08/2024,05/08/2024,2,On Time
598,5,13/03/2025,16/03/2025,3,On Time
599,2,07/06/2024,12/06/2024,5,Delayed
600,7,19/05/2024,20/05/2024,1,On Time
601,6,29/03/2024,31/03/2024,2,On Time
602,2,13/02/2024,13/02/2024,0,On Time
603,1,09/02/2024,11/02/2024,2,On Time
604,1,14/02/2025,24/02/2025,10,Delayed
605,6,07/10/2024,14/10/2024,7,Delayed
606,2,07/03/2025,09/03/2025,2,On Time
607,3,21/01/2025,21/01/2025,0,On Time
608,7,13/04/2025,16/04/2025,3,On Time
609,3,03/01/2025,03/01/2025,0,On Time
610,2,21/07/2024,21/07/2024,0,On Time
611,6,13/09/2024,20/09/2024,7,Delayed
612,3,07/10/2024,09/10/2024,2,On Time
613,7,11/01/2024,13/01/2024,2,On Time
614,4,11/05/2024,18/05/2024,7,Delayed
615,3,07/05/2025,17/05/2025,10,Delayed
616,4,20/05/2024,25/05/2024,5,Delayed
617,3,05/03/2025,05/03/2025,0,On Time
618,7,29/04/2025,06/05/2025,7,Delayed
619,5,30/03/2024,30/03/2024,0,On Time
620,7,13/02/2024,14/02/2024,1,On Time
621,2,25/06/2024,28/06/2024,3,On Time
622,4,02/05/2024,05/05/2024,3,On Time
623,3,16/10/2024,21/10/2024,5,Delayed
624,5,29/04/2024,04/05/2024,5,Delayed
625,6,10/02/2025,15/02/2025,5,Delayed
626,1,27/10/2024,30/10/2024,3,On Time
627,4,02/03/2025,09/03/2025,7,Delayed
628,1,01/03/2025,11/03/2025,10,Delayed
629,6,28/12/2024,07/01/2025,10,Delayed
630,7,19/06/2024,24/06/2024,5,Delayed
631,3,21/12/2024,31/12/2024,10,Delayed
632,1,12/08/2024,19/08/2024,7,Delayed
633,2,10/09/2024,11/09/2024,1,On Time
634,3,05/06/2024,15/06/2024,10,Delayed
635,2,03/01/2025,06/01/2025,3,On Time
636,4,17/06/2024,18/06/2024,1,On Time
637,7,18/01/2025,25/01/2025,7,Delayed
638,5,11/06/2024,12/06/2024,1,On Time
639,4,07/06/2024,12/06/2024,5,Delayed
640,2,16/02/2024,23/02/2024,7,Delayed
641,2,15/10/2024,15/10/2024,0,On Time
642,4,25/03/2024,30/03/2024,5,Delayed
643,6,19/02/2025,01/03/2025,10,Delayed
644,1,18/01/2025,18/01/2025,0,On Time
645,3,26/03/2024,26/03/2024,0,On Time
646,4,15/10/2024,16/10/2024,1,On Time
647,1,17/04/2025,22/04/2025,5,Delayed
648,3,21/12/2024,23/12/2024,2,On Time
649,1,10/01/2024,17/01/2024,7,Delayed
650,3,09/09/2024,09/09/2024,0,On Time
651,2,08/01/2024,11/01/2024,3,On Time
652,6,17/04/2024,18/04/2024,1,On Time
653,2,23/08/2024,24/08/2024,1,On Time
654,2,03/01/2025,03/01/2025,0,On Time
655,7,07/08/2024,12/08/2024,5,Delayed
656,7,05/05/2024,15/05/2024,10,Delayed
657,6,18/05/2024,20/05/2024,2,On Time
658,7,19/03/2025,26/03/2025,7,Delayed
659,3,31/05/2025,31/05/2025,0,On Time
660,6,26/09/2024,03/10/2024,7,Delayed
661,7,22/10/2024,22/10/2024,0,On Time
662,5,04/02/2025,09/02/2025,5,Delayed
663,1,24/10/2024,26/10/2024,2,On Time
664,4,14/11/2024,14/11/2024,0,On Time
665,7,02/01/2024,09/01/2024,7,Delayed
666,5,19/04/2024,29/04/2024,10,Delayed
667,5,25/07/2024,04/08/2024,10,Delayed
668,7,18/09/2024,28/09/2024,10,Delayed
669,3,08/02/2025,11/02/2025,3,On Time
670,6,16/05/2025,18/05/2025,2,On Time
671,6,07/03/2024,10/03/2024,3,On Time
672,7,12/08/2024,13/08/2024,1,On Time
673,5,05/01/2024,10/01/2024,5,Delayed
674,7,07/02/2025,17/02/2025,10,Delayed
675,3,30/03/2024,04/04/2024,5,Delayed
676,7,06/03/2024,16/03/2024,10,Delayed
677,6,08/08/2024,15/08/2024,7,Delayed
678,5,02/08/2024,05/08/2024,3,On Time
679,2,29/05/2024,29/05/2024,0,On Time
680,2,28/05/2024,28/05/2024,0,On Time
681,1,21/10/2024,24/10/2024,3,On Time
682,6,19/12/2024,21/12/2024,2,On Time
683,3,25/08/2024,25/08/2024,0,On Time
684,1,03/01/2025,06/01/2025,3,On Time
685,7,22/05/2024,25/05/2024,3,On Time
686,1,24/05/2024,25/05/2024,1,On Time
687,1,21/12/2024,22/12/2024,1,On Time
688,1,14/03/2024,16/03/2024,2,On Time
689,4,09/06/2024,12/06/2024,3,On Time
690,4,13/02/2024,14/02/2024,1,On Time
691,7,18/09/2024,18/09/2024,0,On Time
692,2,16/08/2024,17/08/2024,1,On Time
693,5,29/03/2025,31/03/2025,2,On Time
694,6,13/01/2025,23/01/2025,10,Delayed
695,3,15/05/2025,17/05/2025,2,On Time
696,2,21/10/2024,31/10/2024,10,Delayed
697,3,06/03/2025,08/03/2025,2,On Time
698,5,24/02/2025,25/02/2025,1,On Time
699,2,24/03/2024,25/03/2024,1,On Time
700,7,16/01/2024,23/01/2024,7,Delayed
701,4,15/04/2025,17/04/2025,2,On Time
702,3,10/04/2025,20/04/2025,10,Delayed
703,1,24/08/2024,03/09/2024,10,Delayed
704,5,12/05/2024,15/05/2024,3,On Time
705,3,17/04/2024,27/04/2024,10,Delayed
706,6,20/11/2024,25/11/2024,5,Delayed
707,3,25/02/2024,27/02/2024,2,On Time
708,2,06/03/2025,07/03/2025,1,On Time
709,6,06/07/2024,13/07/2024,7,Delayed
710,1,10/12/2024,11/12/2024,1,On Time
711,5,08/01/2024,15/01/2024,7,Delayed
712,7,08/02/2025,11/02/2025,3,On Time
713,4,14/02/2024,17/02/2024,3,On Time
714,7,09/10/2024,19/10/2024,10,Delayed
715,3,30/12/2024,06/01/2025,7,Delayed
716,5,19/09/2024,19/09/2024,0,On Time
717,2,02/08/2024,04/08/2024,2,On Time
718,3,16/03/2024,23/03/2024,7,Delayed
719,7,12/08/2024,22/08/2024,10,Delayed
720,2,11/03/2024,14/03/2024,3,On Time
721,1,24/04/2025,29/04/2025,5,Delayed
722,2,03/03/2025,13/03/2025,10,Delayed
723,4,22/01/2025,23/01/2025,1,On Time
724,2,06/02/2025,11/02/2025,5,Delayed
725,3,07/10/2024,08/10/2024,1,On Time
726,5,31/03/2025,01/04/2025,1,On Time
727,7,18/01/2024,25/01/2024,7,Delayed
728,6,30/06/2024,30/06/2024,0,On Time
729,5,14/05/2025,14/05/2025,0,On Time
730,5,04/06/2024,06/06/2024,2,On Time
731,7,28/05/2025,07/06/2025,10,Delayed
732,2,27/01/2025,03/02/2025,7,Delayed
733,4,25/10/2024,26/10/2024,1,On Time
734,1,20/10/2024,22/10/2024,2,On Time
735,3,23/05/2024,02/06/2024,10,Delayed
736,4,08/06/2025,11/06/2025,3,On Time
737,4,30/04/2024,07/05/2024,7,Delayed
738,7,13/06/2024,15/06/2024,2,On Time
739,5,29/08/2024,01/09/2024,3,On Time
740,7,07/02/2024,12/02/2024,5,Delayed
741,4,26/12/2024,28/12/2024,2,On Time
742,4,11/05/2024,18/05/2024,7,Delayed
743,5,23/11/2024,24/11/2024,1,On Time
744,4,21/04/2024,26/04/2024,5,Delayed
745,6,22/01/2024,22/01/2024,0,On Time
746,2,29/03/2025,31/03/2025,2,On Time
747,4,27/12/2024,29/12/2024,2,On Time
748,6,02/02/2025,09/02/2025,7,Delayed
749,2,15/09/2024,25/09/2024,10,Delayed
750,5,17/07/2024,20/07/2024,3,On Time
751,1,28/12/2024,28/12/2024,0,On Time
752,2,10/10/2024,17/10/2024,7,Delayed
753,1,07/06/2024,17/06/2024,10,Delayed
754,4,14/02/2024,14/02/2024,0,On Time
755,2,13/10/2024,13/10/2024,0,On Time
756,3,17/06/2024,17/06/2024,0,On Time
757,5,22/06/2024,24/06/2024,2,On Time
758,3,12/10/2024,14/10/2024,2,On Time
759,1,03/03/2025,08/03/2025,5,Delayed
760,6,03/04/2025,04/04/2025,1,On Time
761,1,12/09/2024,15/09/2024,3,On Time
762,5,25/01/2025,01/02/2025,7,Delayed
763,3,27/01/2024,01/02/2024,5,Delayed
764,2,13/09/2024,23/09/2024,10,Delayed
765,6,14/02/2025,17/02/2025,3,On Time
766,5,13/03/2025,15/03/2025,2,On Time
767,7,06/05/2025,09/05/2025,3,On Time
768,3,06/03/2025,13/03/2025,7,Delayed
769,1,20/11/2024,20/11/2024,0,On Time
770,6,30/11/2024,10/12/2024,10,Delayed
771,4,27/01/2025,28/01/2025,1,On Time
772,6,11/03/2025,21/03/2025,10,Delayed
773,3,07/02/2024,17/02/2024,10,Delayed
774,4,09/01/2025,09/01/2025,0,On Time
775,4,03/01/2025,05/01/2025,2,On Time
776,2,12/06/2025,22/06/2025,10,Delayed
777,4,04/01/2025,04/01/2025,0,On Time
778,5,26/07/2024,27/07/2024,1,On Time
779,2,10/06/2024,17/06/2024,7,Delayed
780,5,13/07/2024,15/07/2024,2,On Time
781,7,13/11/2024,20/11/2024,7,Delayed
782,7,14/04/2025,15/04/2025,1,On Time
783,3,06/03/2024,08/03/2024,2,On Time
784,5,03/10/2024,10/10/2024,7,Delayed
785,1,31/07/2024,03/08/2024,3,On Time
786,4,12/12/2024,14/12/2024,2,On Time
787,5,15/03/2024,22/03/2024,7,Delayed
788,5,30/03/2025,06/04/2025,7,Delayed
789,6,06/05/2025,11/05/2025,5,Delayed
790,3,16/10/2024,21/10/2024,5,Delayed
791,4,26/11/2024,01/12/2024,5,Delayed
792,4,06/06/2025,11/06/2025,5,Delayed
793,5,28/01/2024,04/02/2024,7,Delayed
794,4,25/09/2024,05/10/2024,10,Delayed
795,4,20/04/2025,27/04/2025,7,Delayed
796,5,27/10/2024,28/10/2024,1,On Time
797,4,27/12/2024,28/12/2024,1,On Time
798,5,15/07/2024,20/07/2024,5,Delayed
799,2,10/02/2025,11/02/2025,1,On Time
800,3,02/05/2024,09/05/2024,7,Delayed
801,3,28/05/2024,29/05/2024,1,On Time
802,3,12/06/2025,22/06/2025,10,Delayed
803,6,05/08/2024,12/08/2024,7,Delayed
804,4,17/01/2025,17/01/2025,0,On Time
805,3,22/05/2024,23/05/2024,1,On Time
806,5,06/01/2025,09/01/2025,3,On Time
807,1,19/12/2024,21/12/2024,2,On Time
808,4,01/01/2025,03/01/2025,2,On Time
809,7,19/08/2024,20/08/2024,1,On Time
810,6,06/05/2024,11/05/2024,5,Delayed
811,4,26/11/2024,03/12/2024,7,Delayed
812,4,23/03/2025,23/03/2025,0,On Time
813,7,08/09/2024,09/09/2024,1,On Time
814,4,25/02/2025,26/02/2025,1,On Time
815,7,28/01/2025,29/01/2025,1,On Time
816,7,04/02/2024,07/02/2024,3,On Time
817,3,12/02/2025,15/02/2025,3,On Time
818,1,22/04/2024,25/04/2024,3,On Time
819,1,06/04/2024,07/04/2024,1,On Time
820,1,02/06/2025,02/06/2025,0,On Time
821,4,05/05/2024,06/05/2024,1,On Time
822,3,22/04/2025,22/04/2025,0,On Time
823,5,14/03/2025,14/03/2025,0,On Time
824,3,28/03/2025,29/03/2025,1,On Time
825,7,19/06/2025,29/06/2025,10,Delayed
826,4,20/09/2024,25/09/2024,5,Delayed
827,5,28/01/2025,07/02/2025,10,Delayed
828,7,19/08/2024,29/08/2024,10,Delayed
829,4,17/12/2024,17/12/2024,0,On Time
830,4,17/05/2025,18/05/2025,1,On Time
831,2,18/05/2025,25/05/2025,7,Delayed
832,5,18/12/2024,18/12/2024,0,On Time
833,6,11/03/2024,18/03/2024,7,Delayed
834,4,06/06/2025,11/06/2025,5,Delayed
835,1,24/02/2025,03/03/2025,7,Delayed
836,5,24/03/2025,29/03/2025,5,Delayed
837,5,11/04/2024,14/04/2024,3,On Time
838,6,19/11/2024,24/11/2024,5,Delayed
839,4,04/02/2025,07/02/2025,3,On Time
840,2,02/07/2024,07/07/2024,5,Delayed
841,1,27/08/2024,30/08/2024,3,On Time
842,2,05/06/2025,06/06/2025,1,On Time
843,7,14/03/2025,14/03/2025,0,On Time
844,2,17/01/2025,20/01/2025,3,On Time
845,6,03/06/2025,13/06/2025,10,Delayed
846,6,23/05/2025,26/05/2025,3,On Time
847,4,20/03/2025,20/03/2025,0,On Time
848,2,30/04/2025,07/05/2025,7,Delayed
849,3,24/03/2025,25/03/2025,1,On Time
850,2,07/01/2024,08/01/2024,1,On Time
851,3,31/07/2024,03/08/2024,3,On Time
852,6,24/05/2025,26/05/2025,2,On Time
853,5,10/05/2024,11/05/2024,1,On Time
854,4,20/04/2024,30/04/2024,10,Delayed
855,7,12/11/2024,22/11/2024,10,Delayed
856,5,21/09/2024,23/09/2024,2,On Time
857,6,24/04/2025,04/05/2025,10,Delayed
858,5,27/04/2025,30/04/2025,3,On Time
859,3,28/05/2025,28/05/2025,0,On Time
860,2,21/03/2025,23/03/2025,2,On Time
861,5,10/03/2024,17/03/2024,7,Delayed
862,5,18/06/2025,19/06/2025,1,On Time
863,1,26/09/2024,26/09/2024,0,On Time
864,3,03/05/2024,05/05/2024,2,On Time
865,7,24/02/2025,26/02/2025,2,On Time
866,2,16/03/2025,21/03/2025,5,Delayed
867,2,11/03/2025,11/03/2025,0,On Time
868,2,21/01/2024,28/01/2024,7,Delayed
869,3,03/06/2025,13/06/2025,10,Delayed
870,5,30/06/2024,05/07/2024,5,Delayed
871,6,28/02/2024,28/02/2024,0,On Time
872,4,01/01/2024,01/01/2024,0,On Time
873,4,25/05/2025,30/05/2025,5,Delayed
874,2,08/03/2024,13/03/2024,5,Delayed
875,6,22/05/2024,29/05/2024,7,Delayed
876,2,29/12/2024,01/01/2025,3,On Time
877,1,27/07/2024,29/07/2024,2,On Time
878,7,24/03/2024,26/03/2024,2,On Time
879,2,07/01/2024,07/01/2024,0,On Time
880,1,24/08/2024,31/08/2024,7,Delayed
881,5,03/06/2024,03/06/2024,0,On Time
882,5,15/02/2024,17/02/2024,2,On Time
883,1,11/06/2025,16/06/2025,5,Delayed
884,1,16/09/2024,23/09/2024,7,Delayed
885,1,29/07/2024,03/08/2024,5,Delayed
886,2,17/11/2024,24/11/2024,7,Delayed
887,7,18/04/2025,23/04/2025,5,Delayed
888,2,18/06/2024,21/06/2024,3,On Time
889,1,17/03/2024,20/03/2024,3,On Time
890,3,29/06/2024,09/07/2024,10,Delayed
891,6,09/07/2024,11/07/2024,2,On Time
892,6,02/02/2024,05/02/2024,3,On Time
893,5,08/02/2025,15/02/2025,7,Delayed
894,3,31/01/2024,03/02/2024,3,On Time
895,6,16/03/2024,16/03/2024,0,On Time
896,6,12/10/2024,12/10/2024,0,On Time
897,1,22/03/2025,22/03/2025,0,On Time
898,6,05/01/2024,07/01/2024,2,On Time
899,1,30/10/2024,04/11/2024,5,Delayed
900,7,23/02/2024,01/03/2024,7,Delayed
901,1,26/10/2024,28/10/2024,2,On Time
902,5,14/05/2025,21/05/2025,7,Delayed
903,6,21/04/2024,23/04/2024,2,On Time
904,4,24/02/2024,27/02/2024,3,On Time
905,6,28/02/2025,28/02/2025,0,On Time
906,2,16/06/2024,21/06/2024,5,Delayed
907,2,27/04/2024,28/04/2024,1,On Time
908,7,03/06/2024,06/06/2024,3,On Time
909,1,28/11/2024,30/11/2024,2,On Time
910,3,24/02/2024,25/02/2024,1,On Time
911,3,20/08/2024,20/08/2024,0,On Time
912,2,10/06/2025,15/06/2025,5,Delayed
913,2,27/03/2024,28/03/2024,1,On Time
914,5,23/11/2024,24/11/2024,1,On Time
915,4,28/06/2024,05/07/2024,7,Delayed
916,4,18/01/2025,21/01/2025,3,On Time
917,7,12/06/2025,12/06/2025,0,On Time
918,3,29/05/2024,31/05/2024,2,On Time
919,6,16/08/2024,18/08/2024,2,On Time
920,2,18/11/2024,25/11/2024,7,Delayed
921,7,27/08/2024,27/08/2024,0,On Time
922,2,14/08/2024,17/08/2024,3,On Time
923,2,17/01/2025,24/01/2025,7,Delayed
924,5,18/06/2025,25/06/2025,7,Delayed
925,2,01/12/2024,01/12/2024,0,On Time
926,5,26/12/2024,05/01/2025,10,Delayed
927,1,28/02/2025,07/03/2025,7,Delayed
928,5,30/09/2024,03/10/2024,3,On Time
929,5,25/04/2025,30/04/2025,5,Delayed
930,3,04/06/2024,09/06/2024,5,Delayed
931,7,27/04/2025,30/04/2025,3,On Time
932,6,19/04/2025,29/04/2025,10,Delayed
933,6,04/06/2025,06/06/2025,2,On Time
934,4,18/11/2024,28/11/2024,10,Delayed
935,1,22/01/2025,24/01/2025,2,On Time
936,2,30/01/2024,04/02/2024,5,Delayed
937,6,25/11/2024,27/11/2024,2,On Time
938,3,15/04/2025,18/04/2025,3,On Time
939,7,05/02/2024,05/02/2024,0,On Time
940,6,27/03/2024,29/03/2024,2,On Time
941,4,16/08/2024,17/08/2024,1,On Time
942,6,09/08/2024,12/08/2024,3,On Time
943,5,21/10/2024,22/10/2024,1,On Time
944,1,17/11/2024,22/11/2024,5,Delayed
945,2,05/01/2024,10/01/2024,5,Delayed
946,2,24/05/2024,27/05/2024,3,On Time
947,4,13/02/2024,14/02/2024,1,On Time
948,6,15/07/2024,20/07/2024,5,Delayed
949,1,17/03/2024,20/03/2024,3,On Time
950,3,23/06/2025,24/06/2025,1,On Time
951,6,04/12/2024,09/12/2024,5,Delayed
952,6,04/04/2025,11/04/2025,7,Delayed
953,6,02/10/2024,03/10/2024,1,On Time
954,3,24/03/2024,03/04/2024,10,Delayed
955,6,16/03/2024,17/03/2024,1,On Time
956,3,24/01/2025,27/01/2025,3,On Time
957,3,20/05/2024,25/05/2024,5,Delayed
958,1,05/03/2025,12/03/2025,7,Delayed
959,3,27/03/2024,28/03/2024,1,On Time
960,1,24/02/2024,24/02/2024,0,On Time
961,1,16/10/2024,26/10/2024,10,Delayed
962,7,05/06/2024,15/06/2024,10,Delayed
963,4,23/06/2024,24/06/2024,1,On Time
964,2,04/04/2024,11/04/2024,7,Delayed
965,7,25/05/2025,27/05/2025,2,On Time
966,5,20/01/2024,21/01/2024,1,On Time
967,4,07/07/2024,12/07/2024,5,Delayed
968,2,18/10/2024,21/10/2024,3,On Time
969,4,27/01/2024,28/01/2024,1,On Time
970,1,04/10/2024,05/10/2024,1,On Time
971,6,12/03/2025,15/03/2025,3,On Time
972,6,22/05/2025,29/05/2025,7,Delayed
973,1,02/01/2024,04/01/2024,2,On Time
974,6,22/03/2024,23/03/2024,1,On Time
975,7,22/06/2025,22/06/2025,0,On Time
976,2,10/04/2025,12/04/2025,2,On Time
977,7,14/04/2025,21/04/2025,7,Delayed
978,3,17/05/2024,24/05/2024,7,Delayed
979,6,25/03/2025,30/03/2025,5,Delayed
980,3,22/04/2025,22/04/2025,0,On Time
981,5,25/11/2024,27/11/2024,2,On Time
982,1,21/08/2024,28/08/2024,7,Delayed
983,1,26/11/2024,01/12/2024,5,Delayed
984,6,23/02/2024,23/02/2024,0,On Time
985,4,12/03/2025,13/03/2025,1,On Time
986,7,17/10/2024,19/10/2024,2,On Time
987,3,29/07/2024,01/08/2024,3,On Time
988,1,12/11/2024,19/11/2024,7,Delayed
989,2,05/05/2024,12/05/2024,7,Delayed
990,1,04/02/2025,04/02/2025,0,On Time
991,7,14/09/2024,17/09/2024,3,On Time
992,3,03/07/2024,13/07/2024,10,Delayed
993,4,26/08/2024,29/08/2024,3,On Time
994,3,24/02/2025,24/02/2025,0,On Time
995,6,26/10/2024,31/10/2024,5,Delayed
996,4,29/12/2024,01/01/2025,3,On Time
997,3,10/01/2025,17/01/2025,7,Delayed
998,2,06/03/2024,16/03/2024,10,Delayed
999,4,21/04/2025,24/04/2025,3,On Time
1000,1,16/01/2024,18/01/2024,2,On Time
