sales_id,date,store_id,product_id,quantity_sold,revenue,promotion_applied,customer_demand_level,festive_period,inflation_period,stockout_event
9712,10/03/2024,3,12,33,264891,No,Medium,No,Yes,Yes
9713,10/03/2024,3,13,26,248144,Yes,Medium,No,Yes,Yes
9714,10/03/2024,3,14,33,120450,No,Medium,No,Yes,No
9715,10/03/2024,3,15,13,55029,Yes,Low,No,Yes,Yes
9716,10/03/2024,3,16,7,30198,Yes,Low,No,Yes,No
9717,10/03/2024,3,17,11,87208,Yes,Low,No,Yes,No
9718,10/03/2024,3,18,1,6565,Yes,Low,No,Yes,No
9719,10/03/2024,3,19,14,163786,No,Low,No,Yes,Yes
9720,10/03/2024,3,20,21,94710,Yes,Medium,No,Yes,No
9721,10/03/2024,4,1,39,428064,Yes,Medium,No,Yes,Yes
9722,10/03/2024,4,2,31,128867,Yes,Medium,No,Yes,No
9723,10/03/2024,4,3,22,207570,No,Medium,No,Yes,No
9724,10/03/2024,4,4,7,6916,Yes,Low,No,Yes,No
9725,10/03/2024,4,5,24,248712,Yes,Medium,No,Yes,No
9726,10/03/2024,4,6,34,378998,Yes,Medium,No,Yes,Yes
9727,10/03/2024,4,7,13,102167,Yes,Low,No,Yes,No
9728,10/03/2024,4,8,23,71645,No,Medium,No,Yes,No
9729,10/03/2024,4,9,28,85316,No,Medium,No,Yes,No
9730,10/03/2024,4,10,35,70665,Yes,Medium,No,Yes,No
9731,10/03/2024,4,11,12,73620,Yes,Low,No,Yes,Yes
9732,10/03/2024,4,12,38,305026,Yes,Medium,No,Yes,Yes
9733,10/03/2024,4,13,48,458112,Yes,High,No,Yes,No
9734,10/03/2024,4,14,4,14600,No,Low,No,Yes,Yes
9735,10/03/2024,4,15,38,160854,No,Medium,No,Yes,No
9736,10/03/2024,4,16,26,112164,Yes,Medium,No,Yes,No
9737,10/03/2024,4,17,41,325048,Yes,High,No,Yes,No
9738,10/03/2024,4,18,3,19695,No,Low,No,Yes,No
9739,10/03/2024,4,19,34,397766,No,Medium,No,Yes,Yes
9740,10/03/2024,4,20,32,144320,No,Medium,No,Yes,Yes
9741,10/03/2024,5,1,4,43904,No,Low,No,Yes,No
9742,10/03/2024,5,2,13,54041,Yes,Low,No,Yes,No
9743,10/03/2024,5,3,4,37740,Yes,Low,No,Yes,No
9744,10/03/2024,5,4,30,29640,No,Medium,No,Yes,No
9745,10/03/2024,5,5,21,217623,No,Medium,No,Yes,No
9746,10/03/2024,5,6,36,401292,Yes,Medium,No,Yes,No
9747,10/03/2024,5,7,16,125744,No,Low,No,Yes,No
9748,10/03/2024,5,8,24,74760,No,Medium,No,Yes,No
9749,10/03/2024,5,9,5,15235,No,Low,No,Yes,Yes
9750,10/03/2024,5,10,17,34323,Yes,Low,No,Yes,No
9751,10/03/2024,5,11,6,36810,No,Low,No,Yes,No
9752,10/03/2024,5,12,18,144486,No,Low,No,Yes,No
9753,10/03/2024,5,13,27,257688,Yes,Medium,No,Yes,No
9754,10/03/2024,5,14,15,54750,Yes,Low,No,Yes,No
9755,10/03/2024,5,15,52,220116,Yes,High,No,Yes,No
9756,10/03/2024,5,16,31,133734,Yes,Medium,No,Yes,No
9757,10/03/2024,5,17,11,87208,No,Low,No,Yes,No
9758,10/03/2024,5,18,27,177255,No,Medium,No,Yes,No
9759,10/03/2024,5,19,30,350970,No,Medium,No,Yes,Yes
9760,10/03/2024,5,20,11,49610,Yes,Low,No,Yes,No
9761,10/03/2024,6,1,35,384160,No,Medium,No,Yes,No
9762,10/03/2024,6,2,18,74826,No,Low,No,Yes,Yes
9763,10/03/2024,6,3,15,141525,Yes,Low,No,Yes,Yes
9764,10/03/2024,6,4,24,23712,Yes,Medium,No,Yes,No
9765,10/03/2024,6,5,17,176171,Yes,Low,No,Yes,Yes
9766,10/03/2024,6,6,34,378998,Yes,Medium,No,Yes,No
9767,10/03/2024,6,7,15,117885,Yes,Low,No,Yes,No
9768,10/03/2024,6,8,31,96565,Yes,Medium,No,Yes,No
9769,10/03/2024,6,9,14,42658,Yes,Low,No,Yes,No
9770,10/03/2024,6,10,2,4038,No,Low,No,Yes,No
9771,10/03/2024,6,11,1,6135,No,Low,No,Yes,Yes
9772,10/03/2024,6,12,11,88297,No,Low,No,Yes,No
9773,10/03/2024,6,13,12,114528,No,Low,No,Yes,Yes
9774,10/03/2024,6,14,6,21900,No,Low,No,Yes,Yes
9775,10/03/2024,6,15,35,148155,No,Medium,No,Yes,No
9776,10/03/2024,6,16,36,155304,Yes,Medium,No,Yes,No
9777,10/03/2024,6,17,17,134776,No,Low,No,Yes,No
9778,10/03/2024,6,18,6,39390,Yes,Low,No,Yes,No
9779,10/03/2024,6,19,30,350970,No,Medium,No,Yes,No
9780,10/03/2024,6,20,18,81180,No,Low,No,Yes,No
9781,10/03/2024,7,1,41,450016,No,High,No,Yes,No
9782,10/03/2024,7,2,34,141338,No,Medium,No,Yes,Yes
9783,10/03/2024,7,3,9,84915,No,Low,No,Yes,Yes
9784,10/03/2024,7,4,17,16796,No,Low,No,Yes,Yes
9785,10/03/2024,7,5,1,10363,No,Low,No,Yes,No
9786,10/03/2024,7,6,23,256381,Yes,Medium,No,Yes,No
9787,10/03/2024,7,7,24,188616,Yes,Medium,No,Yes,No
9788,10/03/2024,7,8,36,112140,Yes,Medium,No,Yes,Yes
9789,10/03/2024,7,9,19,57893,Yes,Low,No,Yes,No
9790,10/03/2024,7,10,14,28266,No,Low,No,Yes,No
9791,10/03/2024,7,11,32,196320,No,Medium,No,Yes,No
9792,10/03/2024,7,12,22,176594,No,Medium,No,Yes,No
9793,10/03/2024,7,13,20,190880,No,Medium,No,Yes,No
9794,10/03/2024,7,14,20,73000,No,Medium,No,Yes,Yes
9795,10/03/2024,7,15,38,160854,No,Medium,No,Yes,No
9796,10/03/2024,7,16,47,202758,Yes,High,No,Yes,No
9797,10/03/2024,7,17,22,174416,Yes,Medium,No,Yes,No
9798,10/03/2024,7,18,34,223210,Yes,Medium,No,Yes,No
9799,10/03/2024,7,19,28,327572,No,Medium,No,Yes,Yes
9800,10/03/2024,7,20,15,67650,Yes,Low,No,Yes,Yes
9801,11/03/2024,1,1,42,460992,No,High,No,Yes,No
9802,11/03/2024,1,2,36,149652,No,Medium,No,Yes,No
9803,11/03/2024,1,3,33,311355,No,Medium,No,Yes,Yes
9804,11/03/2024,1,4,1,988,No,Low,No,Yes,No
9805,11/03/2024,1,5,41,424883,Yes,High,No,Yes,Yes
9806,11/03/2024,1,6,1,11147,Yes,Low,No,Yes,Yes
9807,11/03/2024,1,7,40,314360,Yes,High,No,Yes,No
9808,11/03/2024,1,8,16,49840,Yes,Low,No,Yes,No
9809,11/03/2024,1,9,2,6094,Yes,Low,No,Yes,No
9810,11/03/2024,1,10,40,80760,Yes,High,No,Yes,No
9811,11/03/2024,1,11,22,134970,No,Medium,No,Yes,Yes
9812,11/03/2024,1,12,30,240810,No,Medium,No,Yes,Yes
9813,11/03/2024,1,13,34,324496,Yes,Medium,No,Yes,No
9814,11/03/2024,1,14,22,80300,No,Medium,No,Yes,No
9815,11/03/2024,1,15,19,80427,No,Low,No,Yes,Yes
9816,11/03/2024,1,16,28,120792,No,Medium,No,Yes,Yes
9817,11/03/2024,1,17,4,31712,No,Low,No,Yes,No
9818,11/03/2024,1,18,17,111605,Yes,Low,No,Yes,No
9819,11/03/2024,1,19,24,280776,No,Medium,No,Yes,No
9820,11/03/2024,1,20,31,139810,Yes,Medium,No,Yes,No
9821,11/03/2024,2,1,10,109760,Yes,Low,No,Yes,No
9822,11/03/2024,2,2,31,128867,No,Medium,No,Yes,No
9823,11/03/2024,2,3,1,9435,Yes,Low,No,Yes,No
9824,11/03/2024,2,4,32,31616,Yes,Medium,No,Yes,Yes
9825,11/03/2024,2,5,11,113993,Yes,Low,No,Yes,Yes
9826,11/03/2024,2,6,1,11147,Yes,Low,No,Yes,No
9827,11/03/2024,2,7,13,102167,No,Low,No,Yes,No
9828,11/03/2024,2,8,19,59185,No,Low,No,Yes,No
9829,11/03/2024,2,9,17,51799,No,Low,No,Yes,No
9830,11/03/2024,2,10,20,40380,No,Medium,No,Yes,No
9831,11/03/2024,2,11,27,165645,No,Medium,No,Yes,Yes
9832,11/03/2024,2,12,35,280945,Yes,Medium,No,Yes,No
9833,11/03/2024,2,13,33,314952,No,Medium,No,Yes,No
9834,11/03/2024,2,14,4,14600,Yes,Low,No,Yes,Yes
9835,11/03/2024,2,15,52,220116,No,High,No,Yes,No
9836,11/03/2024,2,16,20,86280,No,Medium,No,Yes,No
9837,11/03/2024,2,17,33,261624,No,Medium,No,Yes,No
9838,11/03/2024,2,18,31,203515,No,Medium,No,Yes,No
9839,11/03/2024,2,19,7,81893,No,Low,No,Yes,No
9840,11/03/2024,2,20,23,103730,No,Medium,No,Yes,No
9841,11/03/2024,3,1,38,417088,Yes,Medium,No,Yes,No
9842,11/03/2024,3,2,30,124710,No,Medium,No,Yes,No
9843,11/03/2024,3,3,8,75480,Yes,Low,No,Yes,Yes
9844,11/03/2024,3,4,23,22724,Yes,Medium,No,Yes,No
9845,11/03/2024,3,5,35,362705,No,Medium,No,Yes,Yes
9846,11/03/2024,3,6,5,55735,Yes,Low,No,Yes,Yes
9847,11/03/2024,3,7,51,400809,No,High,No,Yes,No
9848,11/03/2024,3,8,13,40495,Yes,Low,No,Yes,No
9849,11/03/2024,3,9,22,67034,No,Medium,No,Yes,Yes
9850,11/03/2024,3,10,49,98931,Yes,High,No,Yes,Yes
9851,11/03/2024,3,11,7,42945,No,Low,No,Yes,No
9852,11/03/2024,3,12,10,80270,No,Low,No,Yes,No
9853,11/03/2024,3,13,35,334040,Yes,Medium,No,Yes,No
9854,11/03/2024,3,14,15,54750,No,Low,No,Yes,No
9855,11/03/2024,3,15,43,182019,Yes,High,No,Yes,Yes
9856,11/03/2024,3,16,8,34512,Yes,Low,No,Yes,Yes
9857,11/03/2024,3,17,15,118920,No,Low,No,Yes,Yes
9858,11/03/2024,3,18,23,150995,No,Medium,No,Yes,No
9859,11/03/2024,3,19,23,269077,No,Medium,No,Yes,No
9860,11/03/2024,3,20,48,216480,No,High,No,Yes,No
9861,11/03/2024,4,1,53,581728,Yes,High,No,Yes,No
9862,11/03/2024,4,2,17,70669,Yes,Low,No,Yes,No
9863,11/03/2024,4,3,16,150960,No,Low,No,Yes,No
9864,11/03/2024,4,4,2,1976,No,Low,No,Yes,No
9865,11/03/2024,4,5,33,341979,Yes,Medium,No,Yes,No
9866,11/03/2024,4,6,36,401292,Yes,Medium,No,Yes,Yes
9867,11/03/2024,4,7,25,196475,Yes,Medium,No,Yes,Yes
9868,11/03/2024,4,8,13,40495,No,Low,No,Yes,No
9869,11/03/2024,4,9,6,18282,No,Low,No,Yes,No
9870,11/03/2024,4,10,7,14133,Yes,Low,No,Yes,No
9871,11/03/2024,4,11,17,104295,Yes,Low,No,Yes,No
9872,11/03/2024,4,12,27,216729,Yes,Medium,No,Yes,No
9873,11/03/2024,4,13,3,28632,No,Low,No,Yes,No
9874,11/03/2024,4,14,19,69350,Yes,Low,No,Yes,No
9875,11/03/2024,4,15,42,177786,Yes,High,No,Yes,No
9876,11/03/2024,4,16,4,17256,No,Low,No,Yes,No
9877,11/03/2024,4,17,37,293336,Yes,Medium,No,Yes,No
9878,11/03/2024,4,18,10,65650,No,Low,No,Yes,Yes
9879,11/03/2024,4,19,23,269077,No,Medium,No,Yes,Yes
9880,11/03/2024,4,20,51,230010,Yes,High,No,Yes,Yes
9881,11/03/2024,5,1,20,219520,No,Medium,No,Yes,No
9882,11/03/2024,5,2,14,58198,No,Low,No,Yes,Yes
9883,11/03/2024,5,3,1,9435,No,Low,No,Yes,Yes
9884,11/03/2024,5,4,8,7904,No,Low,No,Yes,No
9885,11/03/2024,5,5,12,124356,No,Low,No,Yes,No
9886,11/03/2024,5,6,2,22294,Yes,Low,No,Yes,No
9887,11/03/2024,5,7,31,243629,Yes,Medium,No,Yes,No
9888,11/03/2024,5,8,27,84105,Yes,Medium,No,Yes,No
9889,11/03/2024,5,9,11,33517,Yes,Low,No,Yes,No
9890,11/03/2024,5,10,22,44418,No,Medium,No,Yes,No
9891,11/03/2024,5,11,14,85890,Yes,Low,No,Yes,No
9892,11/03/2024,5,12,31,248837,No,Medium,No,Yes,Yes
9893,11/03/2024,5,13,41,391304,Yes,High,No,Yes,No
9894,11/03/2024,5,14,4,14600,No,Low,No,Yes,No
9895,11/03/2024,5,15,19,80427,No,Low,No,Yes,No
9896,11/03/2024,5,16,13,56082,No,Low,No,Yes,No
9897,11/03/2024,5,17,21,166488,No,Medium,No,Yes,No
9898,11/03/2024,5,18,4,26260,No,Low,No,Yes,Yes
9899,11/03/2024,5,19,13,152087,No,Low,No,Yes,No
9900,11/03/2024,5,20,28,126280,Yes,Medium,No,Yes,Yes
9901,11/03/2024,6,1,52,570752,No,High,No,Yes,Yes
9902,11/03/2024,6,2,14,58198,No,Low,No,Yes,Yes
9903,11/03/2024,6,3,19,179265,Yes,Low,No,Yes,No
9904,11/03/2024,6,4,29,28652,Yes,Medium,No,Yes,Yes
9905,11/03/2024,6,5,20,207260,No,Medium,No,Yes,No
9906,11/03/2024,6,6,10,111470,No,Low,No,Yes,Yes
9907,11/03/2024,6,7,10,78590,No,Low,No,Yes,No
9908,11/03/2024,6,8,47,146405,Yes,High,No,Yes,Yes
9909,11/03/2024,6,9,18,54846,Yes,Low,No,Yes,Yes
9910,11/03/2024,6,10,37,74703,No,Medium,No,Yes,No
9911,11/03/2024,6,11,31,190185,Yes,Medium,No,Yes,Yes
9912,11/03/2024,6,12,33,264891,No,Medium,No,Yes,No
9913,11/03/2024,6,13,34,324496,Yes,Medium,No,Yes,No
9914,11/03/2024,6,14,30,109500,Yes,Medium,No,Yes,No
9915,11/03/2024,6,15,46,194718,No,High,No,Yes,Yes
9916,11/03/2024,6,16,12,51768,Yes,Low,No,Yes,Yes
9917,11/03/2024,6,17,33,261624,No,Medium,No,Yes,No
9918,11/03/2024,6,18,29,190385,No,Medium,No,Yes,No
9919,11/03/2024,6,19,44,514756,Yes,High,No,Yes,No
9920,11/03/2024,6,20,24,108240,Yes,Medium,No,Yes,No
9921,11/03/2024,7,1,27,296352,No,Medium,No,Yes,No
9922,11/03/2024,7,2,21,87297,Yes,Medium,No,Yes,Yes
9923,11/03/2024,7,3,2,18870,No,Low,No,Yes,No
9924,11/03/2024,7,4,19,18772,No,Low,No,Yes,Yes
9925,11/03/2024,7,5,33,341979,Yes,Medium,No,Yes,No
9926,11/03/2024,7,6,31,345557,Yes,Medium,No,Yes,No
9927,11/03/2024,7,7,47,369373,No,High,No,Yes,No
9928,11/03/2024,7,8,33,102795,Yes,Medium,No,Yes,No
9929,11/03/2024,7,9,35,106645,Yes,Medium,No,Yes,Yes
9930,11/03/2024,7,10,7,14133,No,Low,No,Yes,No
9931,11/03/2024,7,11,18,110430,No,Low,No,Yes,No
9932,11/03/2024,7,12,23,184621,No,Medium,No,Yes,No
9933,11/03/2024,7,13,18,171792,No,Low,No,Yes,Yes
9934,11/03/2024,7,14,19,69350,No,Low,No,Yes,No
9935,11/03/2024,7,15,59,249747,Yes,High,No,Yes,No
9936,11/03/2024,7,16,17,73338,No,Low,No,Yes,Yes
9937,11/03/2024,7,17,34,269552,No,Medium,No,Yes,No
9938,11/03/2024,7,18,32,210080,Yes,Medium,No,Yes,No
9939,11/03/2024,7,19,1,11699,No,Low,No,Yes,Yes
9940,11/03/2024,7,20,24,108240,Yes,Medium,No,Yes,No
9941,12/03/2024,1,1,13,142688,Yes,Low,No,Yes,Yes
9942,12/03/2024,1,2,21,87297,Yes,Medium,No,Yes,No
9943,12/03/2024,1,3,37,349095,No,Medium,No,Yes,No
9944,12/03/2024,1,4,35,34580,Yes,Medium,No,Yes,No
9945,12/03/2024,1,5,42,435246,Yes,High,No,Yes,No
9946,12/03/2024,1,6,1,11147,No,Low,No,Yes,No
9947,12/03/2024,1,7,30,235770,Yes,Medium,No,Yes,No
9948,12/03/2024,1,8,6,18690,Yes,Low,No,Yes,No
9949,12/03/2024,1,9,30,91410,No,Medium,No,Yes,Yes
9950,12/03/2024,1,10,41,82779,No,High,No,Yes,No
9951,12/03/2024,1,11,21,128835,Yes,Medium,No,Yes,No
9952,12/03/2024,1,12,20,160540,Yes,Medium,No,Yes,Yes
9953,12/03/2024,1,13,27,257688,No,Medium,No,Yes,No
9954,12/03/2024,1,14,20,73000,Yes,Medium,No,Yes,No
9955,12/03/2024,1,15,60,253980,No,High,No,Yes,Yes
9956,12/03/2024,1,16,12,51768,No,Low,No,Yes,Yes
9957,12/03/2024,1,17,14,110992,Yes,Low,No,Yes,Yes
9958,12/03/2024,1,18,1,6565,No,Low,No,Yes,No
9959,12/03/2024,1,19,37,432863,Yes,Medium,No,Yes,No
9960,12/03/2024,1,20,28,126280,No,Medium,No,Yes,No
9961,12/03/2024,2,1,1,10976,No,Low,No,Yes,Yes
9962,12/03/2024,2,2,24,99768,Yes,Medium,No,Yes,No
9963,12/03/2024,2,3,19,179265,No,Low,No,Yes,Yes
9964,12/03/2024,2,4,37,36556,Yes,Medium,No,Yes,Yes
9965,12/03/2024,2,5,31,321253,No,Medium,No,Yes,No
9966,12/03/2024,2,6,23,256381,No,Medium,No,Yes,No
9967,12/03/2024,2,7,61,479399,Yes,High,No,Yes,No
9968,12/03/2024,2,8,7,21805,No,Low,No,Yes,No
9969,12/03/2024,2,9,11,33517,Yes,Low,No,Yes,Yes
9970,12/03/2024,2,10,5,10095,Yes,Low,No,Yes,Yes
9971,12/03/2024,2,11,4,24540,Yes,Low,No,Yes,No
9972,12/03/2024,2,12,8,64216,Yes,Low,No,Yes,No
9973,12/03/2024,2,13,30,286320,No,Medium,No,Yes,Yes
9974,12/03/2024,2,14,36,131400,Yes,Medium,No,Yes,No
9975,12/03/2024,2,15,55,232815,Yes,High,No,Yes,No
9976,12/03/2024,2,16,5,21570,No,Low,No,Yes,No
9977,12/03/2024,2,17,45,356760,Yes,High,No,Yes,Yes
9978,12/03/2024,2,18,1,6565,Yes,Low,No,Yes,No
9979,12/03/2024,2,19,11,128689,Yes,Low,No,Yes,Yes
9980,12/03/2024,2,20,14,63140,No,Low,No,Yes,No
9981,12/03/2024,3,1,33,362208,Yes,Medium,No,Yes,No
9982,12/03/2024,3,2,33,137181,No,Medium,No,Yes,No
9983,12/03/2024,3,3,10,94350,No,Low,No,Yes,Yes
9984,12/03/2024,3,4,22,21736,No,Medium,No,Yes,No
9985,12/03/2024,3,5,6,62178,Yes,Low,No,Yes,No
9986,12/03/2024,3,6,20,222940,Yes,Medium,No,Yes,No
9987,12/03/2024,3,7,33,259347,Yes,Medium,No,Yes,Yes
9988,12/03/2024,3,8,13,40495,No,Low,No,Yes,No
9989,12/03/2024,3,9,29,88363,No,Medium,No,Yes,No
9990,12/03/2024,3,10,25,50475,Yes,Medium,No,Yes,No
9991,12/03/2024,3,11,26,159510,No,Medium,No,Yes,Yes
9992,12/03/2024,3,12,31,248837,No,Medium,No,Yes,No
9993,12/03/2024,3,13,10,95440,Yes,Low,No,Yes,No
9994,12/03/2024,3,14,7,25550,No,Low,No,Yes,No
9995,12/03/2024,3,15,18,76194,Yes,Low,No,Yes,No
9996,12/03/2024,3,16,42,181188,Yes,High,No,Yes,Yes
9997,12/03/2024,3,17,1,7928,No,Low,No,Yes,No
9998,12/03/2024,3,18,31,203515,No,Medium,No,Yes,No
9999,12/03/2024,3,19,27,315873,No,Medium,No,Yes,No
10000,12/03/2024,3,20,39,175890,No,Medium,No,Yes,No
10001,12/03/2024,4,1,44,482944,Yes,High,No,Yes,No
10002,12/03/2024,4,2,15,62355,Yes,Low,No,Yes,Yes
10003,12/03/2024,4,3,2,18870,No,Low,No,Yes,Yes
10004,12/03/2024,4,4,15,14820,No,Low,No,Yes,No
10005,12/03/2024,4,5,28,290164,Yes,Medium,No,Yes,No
10006,12/03/2024,4,6,20,222940,Yes,Medium,No,Yes,No
10007,12/03/2024,4,7,24,188616,No,Medium,No,Yes,No
10008,12/03/2024,4,8,3,9345,Yes,Low,No,Yes,No
10009,12/03/2024,4,9,27,82269,Yes,Medium,No,Yes,Yes
10010,12/03/2024,4,10,40,80760,No,High,No,Yes,Yes
10011,12/03/2024,4,11,32,196320,No,Medium,No,Yes,No
10012,12/03/2024,4,12,11,88297,Yes,Low,No,Yes,No
10013,12/03/2024,4,13,27,257688,Yes,Medium,No,Yes,No
10014,12/03/2024,4,14,31,113150,Yes,Medium,No,Yes,No
10015,12/03/2024,4,15,22,93126,Yes,Medium,No,Yes,Yes
10016,12/03/2024,4,16,32,138048,Yes,Medium,No,Yes,No
10017,12/03/2024,4,17,28,221984,Yes,Medium,No,Yes,No
10018,12/03/2024,4,18,16,105040,No,Low,No,Yes,Yes
10019,12/03/2024,4,19,11,128689,No,Low,No,Yes,No
10020,12/03/2024,4,20,32,144320,No,Medium,No,Yes,No
10021,12/03/2024,5,1,77,845152,Yes,High,No,Yes,No
10022,12/03/2024,5,2,34,141338,No,Medium,No,Yes,No
10023,12/03/2024,5,3,17,160395,Yes,Low,No,Yes,No
10024,12/03/2024,5,4,14,13832,Yes,Low,No,Yes,Yes
10025,12/03/2024,5,5,15,155445,Yes,Low,No,Yes,No
10026,12/03/2024,5,6,25,278675,Yes,Medium,No,Yes,No
10027,12/03/2024,5,7,14,110026,No,Low,No,Yes,No
10028,12/03/2024,5,8,35,109025,Yes,Medium,No,Yes,Yes
10029,12/03/2024,5,9,2,6094,Yes,Low,No,Yes,No
10030,12/03/2024,5,10,11,22209,No,Low,No,Yes,No
10031,12/03/2024,5,11,10,61350,Yes,Low,No,Yes,No
10032,12/03/2024,5,12,42,337134,Yes,High,No,Yes,No
10033,12/03/2024,5,13,24,229056,No,Medium,No,Yes,No
10034,12/03/2024,5,14,14,51100,No,Low,No,Yes,Yes
10035,12/03/2024,5,15,11,46563,No,Low,No,Yes,No
10036,12/03/2024,5,16,18,77652,Yes,Low,No,Yes,No
10037,12/03/2024,5,17,14,110992,Yes,Low,No,Yes,No
10038,12/03/2024,5,18,34,223210,Yes,Medium,No,Yes,No
10039,12/03/2024,5,19,35,409465,Yes,Medium,No,Yes,No
10040,12/03/2024,5,20,19,85690,Yes,Low,No,Yes,No
10041,12/03/2024,6,1,25,274400,No,Medium,No,Yes,No
10042,12/03/2024,6,2,27,112239,No,Medium,No,Yes,No
10043,12/03/2024,6,3,24,226440,Yes,Medium,No,Yes,No
10044,12/03/2024,6,4,13,12844,Yes,Low,No,Yes,No
10045,12/03/2024,6,5,23,238349,Yes,Medium,No,Yes,No
10046,12/03/2024,6,6,5,55735,No,Low,No,Yes,Yes
10047,12/03/2024,6,7,51,400809,No,High,No,Yes,No
10048,12/03/2024,6,8,33,102795,No,Medium,No,Yes,Yes
10049,12/03/2024,6,9,37,112739,Yes,Medium,No,Yes,No
10050,12/03/2024,6,10,34,68646,No,Medium,No,Yes,No
10051,12/03/2024,6,11,1,6135,No,Low,No,Yes,Yes
10052,12/03/2024,6,12,30,240810,No,Medium,No,Yes,Yes
10053,12/03/2024,6,13,23,219512,Yes,Medium,No,Yes,No
10054,12/03/2024,6,14,21,76650,No,Medium,No,Yes,Yes
10055,12/03/2024,6,15,44,186252,Yes,High,No,Yes,No
10056,12/03/2024,6,16,25,107850,Yes,Medium,No,Yes,No
10057,12/03/2024,6,17,6,47568,No,Low,No,Yes,Yes
10058,12/03/2024,6,18,17,111605,Yes,Low,No,Yes,Yes
10059,12/03/2024,6,19,30,350970,Yes,Medium,No,Yes,Yes
10060,12/03/2024,6,20,9,40590,Yes,Low,No,Yes,No
10061,12/03/2024,7,1,14,153664,Yes,Low,No,Yes,No
10062,12/03/2024,7,2,6,24942,No,Low,No,Yes,No
10063,12/03/2024,7,3,24,226440,Yes,Medium,No,Yes,Yes
10064,12/03/2024,7,4,25,24700,Yes,Medium,No,Yes,Yes
10065,12/03/2024,7,5,3,31089,Yes,Low,No,Yes,Yes
10066,12/03/2024,7,6,18,200646,No,Low,No,Yes,No
10067,12/03/2024,7,7,25,196475,Yes,Medium,No,Yes,No
10068,12/03/2024,7,8,36,112140,No,Medium,No,Yes,Yes
10069,12/03/2024,7,9,13,39611,No,Low,No,Yes,Yes
10070,12/03/2024,7,10,8,16152,No,Low,No,Yes,Yes
10071,12/03/2024,7,11,9,55215,No,Low,No,Yes,Yes
10072,12/03/2024,7,12,19,152513,No,Low,No,Yes,No
10073,12/03/2024,7,13,37,353128,Yes,Medium,No,Yes,No
10074,12/03/2024,7,14,23,83950,Yes,Medium,No,Yes,Yes
10075,12/03/2024,7,15,50,211650,No,High,No,Yes,No
10076,12/03/2024,7,16,18,77652,No,Low,No,Yes,Yes
10077,12/03/2024,7,17,3,23784,Yes,Low,No,Yes,No
10078,12/03/2024,7,18,6,39390,No,Low,No,Yes,No
10079,12/03/2024,7,19,41,479659,Yes,High,No,Yes,No
10080,12/03/2024,7,20,25,112750,No,Medium,No,Yes,No
10081,13/03/2024,1,1,41,450016,Yes,High,No,Yes,Yes
10082,13/03/2024,1,2,30,124710,No,Medium,No,Yes,Yes
10083,13/03/2024,1,3,22,207570,No,Medium,No,Yes,No
10084,13/03/2024,1,4,12,11856,No,Low,No,Yes,Yes
10085,13/03/2024,1,5,12,124356,Yes,Low,No,Yes,No
10086,13/03/2024,1,6,22,245234,No,Medium,No,Yes,No
10087,13/03/2024,1,7,33,259347,No,Medium,No,Yes,No
10088,13/03/2024,1,8,1,3115,Yes,Low,No,Yes,No
10089,13/03/2024,1,9,21,63987,No,Medium,No,Yes,No
10090,13/03/2024,1,10,32,64608,Yes,Medium,No,Yes,No
10091,13/03/2024,1,11,18,110430,Yes,Low,No,Yes,No
10092,13/03/2024,1,12,14,112378,No,Low,No,Yes,No
10093,13/03/2024,1,13,1,9544,Yes,Low,No,Yes,Yes
10094,13/03/2024,1,14,26,94900,No,Medium,No,Yes,No
10095,13/03/2024,1,15,11,46563,No,Low,No,Yes,No
10096,13/03/2024,1,16,35,150990,No,Medium,No,Yes,No
10097,13/03/2024,1,17,24,190272,No,Medium,No,Yes,No
10098,13/03/2024,1,18,36,236340,Yes,Medium,No,Yes,No
10099,13/03/2024,1,19,23,269077,No,Medium,No,Yes,No
10100,13/03/2024,1,20,7,31570,No,Low,No,Yes,No
10101,13/03/2024,2,1,25,274400,No,Medium,No,Yes,No
10102,13/03/2024,2,2,14,58198,No,Low,No,Yes,No
10103,13/03/2024,2,3,31,292485,Yes,Medium,No,Yes,No
10104,13/03/2024,2,4,27,26676,No,Medium,No,Yes,No
10105,13/03/2024,2,5,23,238349,Yes,Medium,No,Yes,Yes
10106,13/03/2024,2,6,25,278675,Yes,Medium,No,Yes,No
10107,13/03/2024,2,7,30,235770,No,Medium,No,Yes,Yes
10108,13/03/2024,2,8,27,84105,No,Medium,No,Yes,No
10109,13/03/2024,2,9,40,121880,Yes,High,No,Yes,No
10110,13/03/2024,2,10,11,22209,Yes,Low,No,Yes,No
10111,13/03/2024,2,11,25,153375,No,Medium,No,Yes,No
10112,13/03/2024,2,12,24,192648,No,Medium,No,Yes,No
10113,13/03/2024,2,13,5,47720,Yes,Low,No,Yes,No
10114,13/03/2024,2,14,37,135050,No,Medium,No,Yes,No
10115,13/03/2024,2,15,35,148155,Yes,Medium,No,Yes,No
10116,13/03/2024,2,16,24,103536,Yes,Medium,No,Yes,No
10117,13/03/2024,2,17,18,142704,No,Low,No,Yes,No
10118,13/03/2024,2,18,10,65650,Yes,Low,No,Yes,No
10119,13/03/2024,2,19,11,128689,Yes,Low,No,Yes,Yes
10120,13/03/2024,2,20,25,112750,Yes,Medium,No,Yes,No
10121,13/03/2024,3,1,55,603680,No,High,No,Yes,No
